LFDNR,lat,lon
1664,51.96230774517541,7.600031559739309
1665,51.96097971864943,7.6017314699465075
1666,51.965256636325385,7.599343239369296
1667,51.969387090966514,7.594470650211973
1681,51.995466828317035,7.6154225854409665
1682,51.9620566436165,7.596300163903744
1683,51.961564682708705,7.594991527133733
1693,51.97796038198702,7.637123993545642
1698,51.94692052509245,7.611462124088233
1514,51.96596610248738,7.62677830185732
1544,51.94713823887018,7.638000390366777
1556,51.92980709462117,7.598555634672378
1562,51.93140935462343,7.612420176812169
1564,51.92936977851163,7.580839719381442
1604,51.9717670257037,7.610986256762059
1623,51.87778639010838,7.562517595486498
1624,51.87772810573796,7.565846380842414
1630,51.95577447181409,7.623772436237313
1676,51.95568105777256,7.603612620972802
1680,51.94520592319094,7.647176848349885
1489,51.943947962971166,7.630096913655791
1494,51.9329278911725,7.614670726170857
1502,51.971837287134015,7.633133123995501
1511,51.958591093858864,7.647142556255911
1542,51.949336652835754,7.641380047497141
1560,51.96761453919332,7.658304066410606
1575,51.94537265665263,7.647608165088895
1587,51.88844277925193,7.653978742018548
1595,51.975988304739396,7.618365681003414
1596,51.951910804475624,7.632398805636923
1601,51.95900323083739,7.622408004575587
1610,51.939589673547594,7.620166315116885
1617,51.95947643389906,7.619832985767214
1618,51.961818318826396,7.616130266075006
1631,51.9618980636894,7.622464920094315
1643,51.962948323159246,7.620476675746736
1644,51.963085365423815,7.620661690420387
1650,51.96141113761795,7.642167173423349
1651,51.94982240091746,7.635969021593327
1657,51.95382631196588,7.613998349358881
1675,51.96221474353146,7.636233452720685
1677,51.9076191914021,7.649671414049889
1694,51.95577223356209,7.6189718554251105
1695,51.94416337402027,7.616230264722158
1696,51.980673021336685,7.634551685878077
424,51.93666483585466,7.588745060336559
1543,51.94867702187899,7.63732808101582
1547,51.91982262608572,7.632313278046825
1552,51.97676230079057,7.61004599510747
1553,51.97684110799563,7.609868908165719
1554,51.96273428790662,7.6145009530699195
1582,51.9040945959622,7.6409713877359895
1616,51.959781573207565,7.619794533656157
1641,51.96119769480441,7.620987798943686
1647,51.96237422982844,7.630932673149906
1655,51.9685090883624,7.639898862037929
1673,51.959216671690996,7.62992302581359
1684,51.959201603740645,7.598076825611074
1685,51.96642797622778,7.591289170705971
1495,51.927380569437574,7.620656644745146
1512,51.961235715316434,7.630414434732859
1515,51.95525235834376,7.632967713196331
1516,51.95571946869082,7.631396956309898
1517,51.95973445393975,7.626531983666382
1518,51.95975374113176,7.629732098807632
1568,51.97367738594512,7.619047930207727
1569,51.9735695700947,7.619051230707422
1577,51.904913646661356,7.648095953799455
1581,51.930214967301836,7.607179197892301
1653,51.96503844770863,7.638593178073107
1654,51.9685162284902,7.639738588318484
1709,51.97695019490156,7.604612908131006
1748,51.97965451274953,7.614328395802636
1739,51.885012441468184,7.605573072248059
1824,51.89042800681103,7.577242196382234
1718,51.953987372740194,7.62463728845785
1738,51.9488988632292,7.674877289756801
1832,51.906266800732894,7.6399640292784365
1834,51.90420734787358,7.654010336760593
1847,51.98935325257913,7.699184934693662
1858,51.951258395330605,7.665654732808205
1880,51.92297112054145,7.7273976580825305
1874,51.936463902517076,7.6503830761685805
1870,51.913242093419036,7.684054775573022
1875,51.93056211562025,7.7192995846748
1878,51.92534755434389,7.724319998216251
1907,51.95702338803988,7.637511623567795
1856,51.99750638912707,7.6354233718629345
1860,52.009861876896515,7.585215507298719
1876,51.9343660882644,7.651711547917278
1882,51.91417883679917,7.723386159555572
1855,51.99823563129942,7.635503164586636
1857,51.95161257734129,7.665964358011446
1859,51.95114702352047,7.668524711146242
1863,51.92508424715192,7.523383150017794
1879,51.92517897217775,7.724528382214362
