LFDNR,lat,lon
385,51.97338714186586,7.564031308432299
386,51.9731277876208,7.564884017346626
406,51.95767501214001,7.570512046273654
407,51.95793167764302,7.57018382514961
408,51.95736808073392,7.568921518279019
409,51.957093627923015,7.569264847935296
410,51.95885850911567,7.570270754211104
411,51.963979662098765,7.5894888818628745
412,52.04134648690663,7.619755432872326
414,51.922364762700354,7.565965595668791
438,51.9247471063656,7.520165600378265
452,51.99973143927339,7.698549045384186
465,51.90216408752481,7.650517769706671
466,51.90239619129649,7.652733933354781
467,51.901952872474375,7.654839501983842
468,51.90206566237467,7.655272031656542
277,51.96078106769798,7.6191819309111235
416,51.92418175180314,7.577876613776169
423,51.93655853339531,7.590376993967109
425,51.93519682725907,7.588500237190571
495,51.96218210525796,7.63218977024612
464,51.898538430646724,7.648650313956656
471,51.90386773568385,7.653300226528078
276,51.9606735838905,7.619214328928463
382,51.969271109614986,7.581042877190395
393,51.953378513765514,7.533204987726809
394,51.95459048224253,7.537427816302943
404,51.966890400337846,7.563642154707389
418,51.925721690607,7.584038026210478
419,51.92566391244845,7.583719887403725
443,51.987069284550614,7.697547218765874
444,51.99619135687149,7.711047536872245
447,51.977885271808276,7.705370374713437
482,51.90267702433033,7.6249291169071
391,51.95336386527106,7.534194660957763
403,51.96605148247012,7.565634120478433
413,51.92091782991677,7.566026250707988
415,51.9221941628973,7.565985575219174
799,51.95349476415369,7.535325057497648
985,51.95714632190859,7.640518705450562
1122,51.93360710633207,7.63125483257357
1123,51.93371049780597,7.631644283910869
1124,51.93394275688842,7.631520892525232
1352,51.957931196991886,7.637658105991237
1125,51.93417484692176,7.6313829733370895
383,51.97729233257277,7.573880208171229
387,51.944262709136744,7.5280189819609005
396,51.941185581607556,7.551369705582092
397,51.945891372623045,7.547973403163013
398,51.94495660476216,7.548003593741346
417,51.92574246541668,7.5842700689469655
420,51.927510057933326,7.586948735855708
422,51.93721013234573,7.590749214215444
473,51.9060434810633,7.651782080213528
477,51.900147459436354,7.644751851085973
591,51.906029519006616,7.633414868261318
592,51.90575334340853,7.633626681883662
593,51.913707187923066,7.635115012888672
594,51.908686684117754,7.633901057423302
613,52.00508391859556,7.611372267727036
616,51.99356475002756,7.617242885818925
1025,51.930047029965195,7.718237938612723
1098,51.93916704873015,7.647741540490233
1108,51.937333046821934,7.644639946557989
1109,51.991924312768795,7.5696429969543635
615,51.99359721880302,7.618479469737565
617,51.99258083732539,7.619952077710842
620,51.98854857233493,7.610292850559558
621,51.988501587598165,7.610119597492125
1366,51.974728447834764,7.616737088276109
1387,51.970496568906064,7.651727871857817
1416,51.99171751179809,7.666756812661571
595,51.9103699791677,7.633341374389695
606,51.98687821188709,7.633476443084501
614,52.00503170572838,7.6115195758225065
1026,51.917425501472685,7.730099088813947
1091,51.93707792142736,7.649040862891931
1092,51.934343636024344,7.646621042996989
1093,51.93451173951931,7.652652689385744
1118,51.932682622148484,7.632140813172448
597,51.9055850330885,7.6620257562411584
598,51.90406123189979,7.673521206699021
603,51.99793872133186,7.66689255486168
604,51.98790771252115,7.663681670060943
1030,51.91359833698594,7.724580316165715
1119,51.93281811441627,7.631424227123818
1121,51.933362825639804,7.631116865241063
608,51.99310992801433,7.599275828993893
619,51.99660496584846,7.603709816737567
1107,51.93744308585799,7.644825744212425
1120,51.93311276788086,7.631255330013331
1656,51.96786151791808,7.6336468355812075
1699,51.96227732048927,7.6565361557835585
1704,51.96064600833423,7.607706922205502
618,51.99173174531246,7.621128313994017
1096,51.93835052060828,7.6463258889721075
1097,51.9386015708257,7.647045712115916
1113,52.00248909828098,7.544656388265896
1114,51.99409083071489,7.547565145519197
1432,51.9727433683776,7.624490271099409
1506,51.99534751583557,7.657155761589913
1507,51.995170795687855,7.65742311949036
1561,51.9682332611634,7.656597666818071
1598,51.92454089947691,7.5259460496362465
1619,51.96521707087293,7.60055216471115
1672,51.92611176137185,7.623603072826525
429,51.93120804023439,7.579676279050575
395,51.94073474116362,7.551267842738947
472,51.90421750374065,7.650877683146361
1490,51.9421116541806,7.619085580843073
1491,51.94014021562543,7.618826093524624
1493,51.93289307293071,7.61400295340001
1496,51.90461987897464,7.6374245562118395
1497,51.93742937288732,7.635326566224999
1555,51.955672607519446,7.6173747082921945
1563,51.9308650812105,7.579570746647174
1571,51.97611820304324,7.600431146075665
1573,51.94273957895603,7.610573061458276
199,51.96208650537425,7.616762437148607
1611,51.94859352651689,7.588865579854992
1620,51.876976054606345,7.565376366466155
1622,51.96035956169298,7.648457450007373
1642,51.96146442571307,7.6166214823066865
1702,51.92692821174232,7.620519766875421
427,51.92938652795937,7.580737377929995
399,51.96666041078988,7.578774025892675
1513,51.96045761842396,7.623032758595408
1565,51.93086257208471,7.570450981860974
1566,51.93073939906846,7.571414877749465
1570,51.907043266079675,7.633253361707461
1572,51.96697991673197,7.642913509569914
1603,51.9639011172197,7.638991536323292
1625,51.87718233429264,7.561650660965628
1648,51.952940087952165,7.642871365901507
1661,51.95950330301415,7.606083720158572
1663,51.96069566871814,7.601274729510376
